Video Name,Deformation,Shake,Blur,Exposure,MOS,Width,Height,Frame,Description
D_180.mp4,2.643,1.714,1.643,1.429,6.4,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
D_181.mp4,2.143,2.143,1.643,2.357,4.675,1920,1080,60,The video has slight exposure on the top right corner of the video frame during the entire of the time and has moderate deformation during the entire of the time.
D_183.mp4,1.571,2.357,1.429,1.5,5.333333333,1920,1080,60,The video has slight deformation on the left side of the video frame during the entire of the time and has slight shake during the entire of the time.
D_19.mp4,1.643,2.429,2.929,1.786,4.02,1920,1080,60,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the latter half of the time.
D_2.mp4,1.929,4.429,3.786,2.714,2.55,1280,720,30,The video has serious shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_20.mp4,3.286,1.643,1.643,2.643,4.883333333,3840,2160,60,The video has moderate exposure on the top right corner of the video frame during the entire of the time and has moderate deformation during the entire of the time.
D_21.mp4,1.643,3.857,4.071,2.429,2.175,1920,1080,30,The video has serious shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_22.mp4,1.5,2.286,2,1.643,5.116666667,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_23.mp4,3,1.571,1.5,2.571,4.6,3840,2160,60,The video has moderate deformation on the left side of the video frame during the entire of the time and has moderate exposure during the entire of the time.
D_24.mp4,2.5,2.643,2.357,2.143,4.26,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the first half of the time and has moderate shake during the latter half of the time.
D_25.mp4,1.786,3.929,3.857,1.786,3.26,1920,1080,30,The video has serious shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_26.mp4,3,1.429,1.357,2.357,5.45,3840,2160,60,The video has moderate deformation on the right side of the video frame during the entire of the time and has moderate exposure during the entire of the time.
D_27.mp4,1.714,4,3,2.071,3.625,1920,1080,30,The video has serious shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_29.mp4,1.5,3.714,2.857,1.714,3.9,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_3.mp4,3.143,1.429,1.857,2.429,4,3840,2160,60,The video has moderate exposure on the top of the video frame during the entire of the time and has moderate deformation during the entire of the time.
D_30.mp4,1.571,3.929,1.857,1.571,3.966666667,1920,1080,30,The video has extreme shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_31.mp4,2.214,2.214,2.357,1.357,5.666666667,1920,1080,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_33.mp4,2.571,2.786,2.929,2.071,3.75,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_34.mp4,1.857,3.071,2.929,1.429,4.266666667,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_35.mp4,3.143,3.143,2.5,1.571,3.833333333,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has moderate shake during the entire of the time.
D_38.mp4,2.643,2.571,2.5,1.357,5.233333333,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
D_39.mp4,2.357,2.643,2.857,1.5,4.4,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_4.mp4,1.929,4.429,3.929,3,2.1,1280,720,30,The video has serious shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_40.mp4,1.714,2.143,2.857,1.571,4.78,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_41.mp4,1.929,2.357,1.643,1.214,5.5,1280,720,30,The video has slight deformation on the both sides of the video frame during the first half of the time and has slight shake during the entire of the time.
D_42.mp4,1.429,1.5,1.786,2.286,6.466666667,1920,1080,30,The video has slight exposure on the top of the video frame during the latter half of the time and has slight blur during the entire of the time.
D_43.mp4,1.571,2.071,2.571,1.286,4.933333333,2560,1440,30,The video has slight blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
D_44.mp4,2,3.143,3.5,1.214,3.4,1280,720,30,The video has serious shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_45.mp4,2.714,3,1.857,1.929,5.066666667,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate shake during the entire of the time.
D_46.mp4,2.5,2.714,2.571,2,4.18,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_47.mp4,1.571,3.786,2.357,1.357,4.614285714,1280,720,30,The video has serious shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_48.mp4,1.571,3.143,2.5,1.429,3.66,1280,720,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_49.mp4,1.857,3.571,3.5,2.143,3.457142857,1280,720,30,The video has serious shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_5.mp4,3.214,1.5,1.143,1.214,5.62,3840,2160,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
D_50.mp4,1.5,3,1.714,1.5,4.3,1280,720,30,The video has moderate shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_51.mp4,1.929,2.286,2.357,2.714,5.58,1280,720,30,The video has moderate exposure on the top of the video frame during the entire of the time and has slight blur during the entire of the time.
D_52.mp4,1.714,2.357,2.643,2.571,5,1280,720,30,The video has moderate exposure on the top of the video frame during the entire of the time and has slight blur during the entire of the time.
D_53.mp4,1.571,1.714,1.286,1.429,6.533333333,1280,720,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
D_54.mp4,1.5,2.857,2.357,1.5,5.34,1280,720,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_56.mp4,2.143,2.786,2.071,1.929,4.983333333,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_57.mp4,2.071,2.643,2.286,1.429,6,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the first half of the time and has moderate shake during the entire of the time.
D_59.mp4,1.786,2.643,2.429,1.429,5.3,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_60.mp4,1.571,1.571,1.643,3.143,6.3,3840,2160,60,The video has moderate exposure on the middle of the video frame during the entire of the time and has slight blur during the entire of the time.
D_63.mp4,1.643,2.714,2,2.786,4.957142857,1920,1080,30,The video has moderate exposure on the whole of the video frame during the latter half of the time and has moderate shake during the entire of the time.
D_64.mp4,1.929,2.214,2.429,1.357,5.8,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_65.mp4,1.714,3.857,4.214,2.286,1.875,1280,720,30,The video has serious shake on the whole of the video frame during the entire of the time and has extreme blur during the entire of the time.
D_66.mp4,1.714,3.286,2.286,1.786,4.542857143,1920,1080,30,The video has serious shake on the whole of the video frame during the first half of the time and has moderate blur during the entire of the time.
D_67.mp4,1.5,2.286,1.786,1.929,6.55,1920,1080,30,The video has moderate shake on the whole of the video frame during the first half of the time and has moderate blur during the entire of the time.
D_68.mp4,1.429,2.071,1.786,2.714,5.78,3840,2160,30,The video has moderate exposure on the top of the video frame during the entire of the time and has slight shake during the entire of the time.
D_69.mp4,1.571,2.786,2.214,2.643,4.966666667,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_7.mp4,2.286,2.857,2.786,2.5,4,1920,1080,30,The video has moderate shake on the whole of the video frame during the latter half of the time and has moderate blur during the entire of the time.
D_71.mp4,1.786,1.643,1.286,1.143,7.266666667,1920,1080,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has slight shake during the latter half of the time.
D_72.mp4,1.5,2.5,1.929,2,6.24,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_73.mp4,2.929,2.357,2.786,1.714,4.257142857,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_74.mp4,2.5,2.143,1.857,1.571,5.785714286,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_75.mp4,2.071,3.071,2.714,2.429,3.8,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_76.mp4,1.5,1.786,3.857,1.214,3.3,1920,1080,30,The video has serious blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
D_78.mp4,2.929,2.286,2.643,1.357,4.975,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_79.mp4,1.714,2.357,3.643,1.214,3.616666667,1920,1080,30,The video has serious blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
D_80.mp4,1.929,2.071,1.643,2,6.628571429,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_81.mp4,1.429,2.357,2.143,1.786,6.06,1920,1080,30,The video has slight shake on the whole of the video frame during the latter half of the time and has moderate blur during the entire of the time.
D_82.mp4,2.643,2.286,1.429,1.286,6.2,1920,1080,30,The video has slight deformation on the whole of the video frame during the latter half of the time and has slight shake during the entire of the time.
D_83.mp4,2.214,2.286,3.643,1.214,3.033333333,1920,1080,30,The video has serious blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
D_84.mp4,1.929,2.714,3.5,2.571,3.48,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
D_85.mp4,2,2.571,1.429,1.286,5.371428571,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate shake during the entire of the time.
I_188.mp4,2.286,1,1.286,1.143,7.15,3840,2160,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_87.mp4,1.571,2.643,2.571,1.714,4.533333333,1920,1080,30,The video has moderate shake on the whole of the video frame during the first half of the time and has moderate blur during the entire of the time.
D_88.mp4,1.357,3,2.643,2.071,4.2,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_9.mp4,1.5,2.214,3.143,1.643,2.525,1920,1080,30,The video has moderate blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
D_90.mp4,1.571,2.857,2.786,1.5,4.55,1920,1080,30,The video has moderate blur on the bottom of the video frame during the entire of the time and has moderate shake during the entire of the time.
D_91.mp4,1.643,2,2.143,1.429,6.5,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_92.mp4,1.571,2.571,2.857,2.071,4.014285714,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_93.mp4,1.571,2.571,3,1.429,4.55,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_94.mp4,1.714,2.857,3.357,1.929,4.128571429,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_95.mp4,1.643,2.786,3.143,2.429,3.94,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
D_96.mp4,1.5,2.786,2.214,1.5,5.333333333,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
D_97.mp4,1.357,2.071,2.643,1.786,5.166666667,1280,720,30,The video has slight shake on the whole of the video frame during the latter half of the time and has moderate blur during the entire of the time.
D_98.mp4,1.643,2.214,2,2.643,5.55,1280,720,30,The video has moderate exposure on the top of the video frame during the entire of the time and has slight shake during the entire of the time.
D_99.mp4,1.5,1.929,2.286,2.429,4.566666667,1280,720,30,The video has moderate exposure on the left side of the video frame during the entire of the time and has slight blur during the entire of the time.
E_1.mp4,4.643,1.929,1.429,1.571,3.64,3840,2160,30,The video has extreme deformation on the whole of the video frame during the latter half of the time and has slight shake during the entire of the time.
E_10.mp4,4.5,1.429,1.5,1.857,3,3840,2160,30,The video has extreme deformation on the whole of the video frame during the first half of the time and has moderate exposure during the latter half of the time.
E_100.mp4,2.143,1.643,1.071,1.286,6.825,1920,1080,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
E_101.mp4,2.286,1.714,1.071,1.143,6.466666667,1920,1080,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
E_102.mp4,2.286,2.143,1.071,1.214,6.5,1920,1080,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has moderate shake during the entire of the time.
E_103.mp4,2.429,2,1.929,1.214,5.266666667,1920,1080,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_104.mp4,2.143,1.643,2.714,2.357,4.65,1280,720,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has moderate blur during the entire of the time.
E_105.mp4,1.786,1.071,1.429,1.214,6.683333333,1920,1080,30,The video has moderate deformation on the bottom right corner of the video frame during the entire of the time and has slight shake during the entire of the time.
E_106.mp4,2,1,1,1.071,7.85,1920,1080,30,The video has moderate deformation on the bottom right corner of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_107.mp4,1.429,1.357,3.429,1.5,4.2,2560,1440,30,The video has slight exposure on the whole of the video frame during the entire of the time and has serious blur during the entire of the time.
E_109.mp4,3.357,1.071,1.5,1,5.6,1920,1080,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_11.mp4,2.857,2.857,2.571,2.286,3.355555556,1280,720,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has moderate shake during the entire of the time.
E_112.mp4,3.214,2,1.643,1.786,4.5125,3840,2160,60,The video has moderate deformation on the both sides of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_113.mp4,1.643,1.571,2,1.571,4.966666667,3840,2160,60,The video has slight deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_114.mp4,2.286,1,1.071,1.214,7.65,3840,2160,30,The video has slight deformation on the whole of the video frame during the entire of the time and has without shake during the entire of the time.
E_12.mp4,3.071,1.857,2.357,1.5,4.14,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_13.mp4,2.5,1.571,1.786,1.571,4.3,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_14.mp4,3.714,1.571,1.143,1.786,5.5,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has moderate exposure during the entire of the time.
E_15.mp4,3.286,1.286,1.643,1.571,6.1,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_17.mp4,3.357,1.286,1.429,1.357,5.325,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_19.mp4,4.429,1.857,1.143,1.429,4.12,3840,2160,30,The video has serious deformation on the both sides of the video frame during the entire of the time and has slight shake during the first half of the time.
E_2.mp4,4.143,2.071,1.071,1.357,5,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has moderate shake during the latter half of the time.
E_20.mp4,4,1.929,1.071,1.571,4.22,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_22.mp4,2.786,1.929,2.214,1.429,3.6,3840,2160,30,The video has moderate deformation on the whole of the video frame during the first half of the time and has moderate blur during the entire of the time.
E_23.mp4,2.286,2.071,2.143,2.071,4.866666667,1280,720,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_24.mp4,2.286,1.571,1.643,2.286,6.1,1280,720,30,The video has slight deformation on the whole of the video frame during the latter half of the time and has slight exposure during the entire of the time.
E_25.mp4,2.643,1,1.429,1.071,7.25,1280,720,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_26.mp4,2.429,1.929,1.857,1.643,5,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_27.mp4,2.786,1.5,1,1.286,6.8875,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_28.mp4,2.571,1.857,1.214,1.357,6.9,3840,2160,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight shake during the first half of the time.
E_29.mp4,3.286,1.643,1.143,1.143,4.883333333,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the latter half of the time.
E_31.mp4,3,1.929,1.214,1.071,5.657142857,3840,2160,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate shake during the entire of the time.
E_32.mp4,2.929,1.5,1.214,1.571,6.416666667,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_33.mp4,2.714,1.286,1.286,1.714,6.566666667,3840,2160,30,The video has slight exposure on the top right corner of the video frame during the entire of the time and has slight deformation during the entire of the time.
E_34.mp4,4.071,1.714,1.143,1.571,4.633333333,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the first half of the time.
E_35.mp4,3.786,1.714,1.429,1.429,4.833333333,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_36.mp4,3.929,1,1.143,1.571,4.316666667,1920,1080,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_37.mp4,3.929,1.643,1.214,1.5,4.36,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_38.mp4,2.429,1.571,1.071,1.429,6.814285714,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_39.mp4,1.857,1.357,1.071,1.357,7.185714286,1920,1080,60,The video has slight deformation on the whole of the video frame during the entire of the time and has without blur during the entire of the time.
E_40.mp4,2.714,1.857,1.643,3,5.7,1280,720,30,The video has moderate exposure on the top of the video frame during the first half of the time and has moderate deformation during the entire of the time.
E_42.mp4,1.571,2.214,2.5,1.286,5.98,1280,720,30,The video has moderate blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_43.mp4,2.429,1.286,1.214,1.643,6.64,3840,2160,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_45.mp4,3.357,1.571,1.929,2.071,4.15,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_46.mp4,3.714,3.714,2.214,2.143,2.52,1920,1080,30,The video has serious deformation on the right side of the video frame during the entire of the time and has serious shake during the entire of the time.
E_47.mp4,4.357,1.786,1.714,2.429,3.314285714,1920,1080,30,The video has moderate exposure on the right side of the video frame during the latter half of the time and has serious deformation during the entire of the time.
E_48.mp4,3.643,1.429,1.571,1.857,4.722222222,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_49.mp4,3.357,1.571,1.357,1.5,5.142857143,1920,1080,30,The video has moderate deformation on the right side of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_5.mp4,3.214,1.357,1.357,1.286,5.32,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_50.mp4,3,1.571,2,1.714,4.366666667,1920,1080,30,The video has moderate deformation on the left side of the video frame during the entire of the time and has slight blur during the entire of the time.
E_51.mp4,2.643,1.643,1.286,1.429,5.916666667,3840,2160,30,The video has slight deformation on the whole of the video frame during the first half of the time and has slight shake during the entire of the time.
E_52.mp4,2.357,1,2.143,1.429,5.05,3840,2160,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_53.mp4,2.214,1.429,1.071,1.429,6.233333333,1920,1080,60,The video has slight deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_54.mp4,2.143,3,1.857,1.5,4.56,1920,1080,30,The video has slight deformation on the whole of the video frame during the first half of the time and has moderate shake during the entire of the time.
E_56.mp4,1.929,1.786,1.214,1.143,6.45,1920,1080,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_57.mp4,1.5,1.5,1.071,1.071,7.24,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has without blur during the entire of the time.
E_58.mp4,1.5,2.643,3.286,2.071,3.55,1280,720,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
E_59.mp4,1.643,1.571,1.214,1.571,6.483333333,1920,1080,30,The video has slight deformation on the whole of the video frame during the first half of the time and has slight shake during the entire of the time.
E_6.mp4,4.5,1.5,1.071,1.357,4.6,3840,2160,30,The video has extreme deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
E_60.mp4,2.214,1.714,1.714,3.071,4.625,1280,720,30,The video has moderate exposure on the whole of the video frame during the first half of the time and has slight deformation during the entire of the time.
E_61.mp4,1.643,1.786,1.143,1.357,8.157142857,1920,1080,60,The video has without deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_62.mp4,2.714,1.929,1.571,1.214,5.866666667,2560,1440,60,The video has slight deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_63.mp4,1.714,1,1.286,1.214,7.283333333,2560,1440,60,The video has slight deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_64.mp4,1.714,1.786,3.357,1.714,0.7,3840,2160,30,The video has serious blur on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_67.mp4,2.571,2.143,1.429,1.214,6.08,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_69.mp4,2.714,3.286,2.143,1.786,4.4,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate shake during the entire of the time.
E_7.mp4,4.5,1.286,1.143,1.357,5.15,3840,2160,30,The video has slight exposure on the top left corner of the video frame during the entire of the time and has serious deformation during the entire of the time.
E_71.mp4,1.929,1.143,1.143,1.643,7.96,3840,2160,30,The video has slight deformation on the both sides of the video frame during the entire of the time and has without blur during the entire of the time.
E_72.mp4,2.286,3.071,4.286,2.214,2.8,2560,1440,60,The video has serious shake on the whole of the video frame during the entire of the time and has extreme blur during the latter half of the time.
E_74.mp4,1.857,1.143,1.429,2.143,6.733333333,2560,1440,30,The video has slight exposure on the top of the video frame during the entire of the time and has slight deformation during the entire of the time.
E_75.mp4,1.714,1.214,1.143,1.5,8.066666667,3840,2160,30,The video has slight deformation on the both sides of the video frame during the latter half of the time and has without blur during the entire of the time.
E_76.mp4,3.571,3.143,2.571,2.143,3.7,1920,1080,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has moderate shake during the first half of the time.
E_77.mp4,4.5,1.714,1.143,1.143,4.285714286,1920,1080,30,The video has extreme deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_78.mp4,3.857,1.286,1.071,1.286,5.342857143,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_79.mp4,3.857,1.143,1.071,1.214,5.44,1920,1080,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_8.mp4,4.571,1.714,1.143,1.429,4.125,3840,2160,30,The video has extreme deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_80.mp4,3.643,1.5,1.5,2,5.675,3840,2160,30,The video has moderate deformation on the both sides of the video frame during the entire of the time and has slight shake during the entire of the time.
E_81.mp4,4.286,1.786,1.214,1.286,4.866666667,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the first half of the time.
E_82.mp4,4,2.714,1.143,1.714,5,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has moderate shake during the entire of the time.
E_83.mp4,3.929,2.286,1.214,1.286,4.866666667,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the first half of the time.
E_84.mp4,3.643,2.714,1.714,1.357,4.385714286,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has moderate shake during the entire of the time.
E_85.mp4,3.786,1.429,1.214,1.143,4.95,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the first half of the time.
E_86.mp4,3.857,3.929,1.5,1.5,3.85,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has serious shake during the first half of the time.
E_87.mp4,3.286,1.5,1.071,1.357,5.65,3840,2160,30,The video has serious deformation on the both sides of the video frame during the first half of the time and has slight shake during the entire of the time.
E_88.mp4,3.286,2.143,1.071,1.214,5.5,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_89.mp4,4.429,1.357,1.143,1.214,5,3840,2160,30,The video has extreme deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_9.mp4,4.571,1,1.071,1.571,3.633333333,3840,2160,30,The video has slight exposure on the whole of the video frame during the entire of the time and has serious deformation during the entire of the time.
E_90.mp4,4.5,1.357,1.143,1.357,4.9,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_91.mp4,3.214,1.143,1.143,1.143,6.15,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_92.mp4,4,1.857,1.143,1.357,5.45,3840,2160,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_93.mp4,3.5,2.143,2,1.357,4.066666667,3840,2160,30,The video has moderate deformation on the whole of the video frame during the entire of the time and has slight shake during the entire of the time.
E_94.mp4,4.143,1.714,1.286,1.786,3.666666667,1920,1080,30,The video has serious deformation on the whole of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_95.mp4,1.357,1.714,2.286,2.143,4.014285714,2560,1440,30,The video has slight blur on the whole of the video frame during the entire of the time and has slight exposure during the entire of the time.
E_96.mp4,2.857,2.357,2.643,2,3.875,1920,1080,30,The video has slight exposure on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_98.mp4,2.714,1,1.143,1.071,5.8,1920,1080,30,The video has slight deformation on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
E_99.mp4,2.571,2,2.571,2.357,4.066666667,1280,720,30,The video has slight deformation on the whole of the video frame during the latter half of the time and has moderate shake during the entire of the time.
F_1.mp4,1.643,2,3.357,1.357,4,720,1280,30,The video has moderate blur on the whole of the video frame during the latter half of the time and has slight shake during the entire of the time.
F_10.mp4,1.5,2.357,1.786,2.214,5.225,1920,1080,30,The video has slight shake on the whole of the video frame during the entire of the time and has slight exposure during the latter half of the time.
F_11.mp4,1.357,1.286,2.929,1.5,5.65,1920,1080,30,The video has slight exposure on the top right corner of the video frame during the first half of the time and has moderate blur during the entire of the time.
F_13.mp4,2.929,2.571,1.786,2.357,4.914285714,1920,1080,60,The video has moderate deformation on the whole of the video frame during the first half of the time and has slight shake during the entire of the time.
F_16.mp4,2.929,2.5,2.357,2.143,3.94,1280,720,30,The video has slight deformation on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
F_17.mp4,1.643,2.286,2.143,1.286,5.125,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has slight blur during the entire of the time.
F_18.mp4,1.714,3.071,2.929,2.214,4.083333333,1920,1080,30,The video has moderate shake on the whole of the video frame during the entire of the time and has moderate blur during the entire of the time.
F_19.mp4,1.286,1.214,1.5,3.286,6.3,1920,1080,30,The video has serious exposure on the right side of the video frame during the entire of the time and has slight blur during the entire of the time.
